Date,Predicted
2020-08-11,55030.41699
2020-08-12,54983.46775
2020-08-13,54928.74006
2020-08-14,54944.95469
2020-08-18,55032.21993
2020-08-19,55111.05432
2020-08-20,55111.93611
2020-08-21,55051.90732
2020-08-24,55015.10083
2020-08-25,55060.5213
2020-08-26,55155.62855
2020-08-27,55212.28562
2020-08-28,55185.74766
2020-08-31,55123.29297
2020-09-01,55111.85868
2020-09-02,55182.3565
2020-09-03,55274.18208
2020-09-04,55302.9995
2020-09-07,55255.01465
2020-09-08,55201.1406
2020-09-09,55218.96936
2020-09-10,55306.87878
2020-09-11,55384.77799
2020-09-14,55384.00039
2020-09-15,55323.53801
2020-09-16,55288.06306
2020-09-17,55334.92937
2020-09-18,55430.13183
2020-09-21,55485.43474
2020-09-22,55457.45045
2020-09-23,55395.22597
2020-09-24,55385.40058
2020-09-25,55456.98758
2020-09-28,55548.34263
2020-09-29,55575.56671
2020-10-05,55526.56698
2020-10-06,55473.54705
2020-10-07,55493.02961
2020-10-08,55581.53358
2020-10-12,55658.45194
2020-10-13,55656.06322
2020-10-14,55595.1731
2020-10-15,55561.04321
2020-10-16,55609.3779
2020-10-19,55704.6075
2020-10-20,55758.54295
2020-10-21,55729.1617
2020-10-22,55667.16381
2020-10-23,55658.97152
2020-10-26,55731.64435
2020-10-27,55822.45883
2020-10-28,55848.10807
2020-10-29,55798.133
2020-10-30,55745.96164
2020-11-02,55767.12536
2020-11-03,55856.19293
2020-11-04,55932.07483
2020-11-05,55928.11727
2020-11-06,55866.82332
2020-11-09,55834.03741
2020-11-10,55883.86091
2020-11-11,55979.06511
2020-11-12,56031.60397
2020-11-13,56000.87935
2020-11-16,55939.11634
2020-11-17,55932.56326
2020-11-18,56006.32628
2020-11-19,56096.5381
2020-11-20,56120.61474
2020-11-23,56069.71621
2020-11-24,56018.39046
2020-11-25,56041.24679
2020-11-26,56130.86133
2020-11-27,56205.64983
2020-11-30,56200.1541
2020-12-01,56138.49631
2020-12-02,56107.04647
2020-12-03,56158.37007
2020-12-04,56253.51227
2020-12-07,56304.61608
2020-12-08,56272.59802
2020-12-09,56211.09273
2020-12-10,56206.17152
2020-12-11,56281.02886
2020-12-14,56370.58851
2020-12-15,56393.08108
2020-12-16,56341.31577
2020-12-17,56290.84135
2020-12-18,56315.38626
2020-12-21,56405.53899
2020-12-22,56479.18287
2020-12-23,56472.16631
2020-12-24,56410.19576
2020-12-28,56380.07468
2020-12-29,56432.89689
2020-12-30,56527.95336
2021-01-04,56577.58146
2021-01-05,56544.31106
2021-01-06,56483.09978
2021-01-07,56479.796
2021-01-08,56555.74528
2021-01-11,56644.6168
2021-01-12,56665.50524
2021-01-13,56612.92785
2021-01-14,56563.32197
2021-01-15,56589.53931
2021-01-18,56680.22265
2021-01-19,56752.68076
2021-01-20,56744.14896
2021-01-21,56681.92172
2021-01-22,56653.12813
2021-01-25,56707.43439
2021-01-26,56802.38922
2021-01-27,56850.5049
2021-01-28,56816.01231
2021-01-29,56755.14117
2021-02-01,56753.43951
2021-02-02,56830.46829
2021-02-03,56918.62723
2021-02-04,56937.88868
2021-02-05,56884.54722
2021-02-08,56835.83822
2021-02-09,56863.70481
2021-02-10,56954.90688
2021-02-15,57026.14955
2021-02-16,57016.10014
2021-02-17,56953.67147
2021-02-18,56926.21303
2021-02-19,56981.9781
2021-02-22,57076.81766
2021-02-23,57123.3922
2021-02-24,57087.69748
2021-02-25,57027.21742
2021-02-26,57027.1066
2021-03-02,57105.19163
2021-03-03,57192.62116
2021-03-04,57210.2353
2021-03-05,57156.16879
2021-03-08,57108.39353
2021-03-09,57137.88436
2021-03-10,57229.58557
2021-03-11,57299.59336
2021-03-12,57288.02086
2021-03-15,57225.44091
2021-03-16,57199.33438
2021-03-17,57256.52633
2021-03-18,57351.23447
2021-03-19,57396.24878
2021-03-22,57359.36472
2021-03-23,57299.32665
2021-03-24,57300.80218
2021-03-25,57379.91101
2021-03-26,57466.59731
2021-03-29,57482.55005
2021-03-30,57427.78881
2021-03-31,57380.98866
2021-04-01,57412.08124
2021-04-02,57504.25325
2021-04-05,57573.01396
2021-04-06,57559.91425
2021-04-07,57497.22578
2021-04-08,57472.4952
2021-04-09,57531.07976
2021-04-12,57625.63467
2021-04-13,57669.07863
2021-04-14,57631.01463
2021-04-15,57571.46556
2021-04-16,57574.53037
2021-04-19,57654.62441
2021-04-20,57740.55259
2021-04-21,57754.8378
2021-04-22,57699.4055
2021-04-23,57653.62226
2021-04-26,57686.29923
2021-04-27,57778.90595
2021-04-28,57846.41089
2021-04-29,57831.78453
2021-04-30,57769.02279
2021-05-03,57745.69632
2021-05-04,57805.64065
2021-05-06,57900.01358
2021-05-07,57941.88385
2021-05-10,57902.64969
2021-05-11,57843.63056
2021-05-12,57848.29374
2021-05-13,57929.33187
2021-05-14,58014.48307
2021-05-17,58027.10238
2021-05-18,57971.01909
2021-05-20,57926.29162
2021-05-21,57960.54164
2021-05-24,58053.54155
2021-05-25,58119.78203
2021-05-26,58103.63605
2021-05-27,58040.83015
2021-05-28,58018.9367
2021-05-31,58080.21186
2021-06-01,58174.36769
2021-06-02,58214.66465
2021-06-03,58174.27348
2021-06-04,58115.81865
2021-06-07,58122.09305
2021-06-08,58204.03487
2021-06-09,58288.38491
2021-06-10,58299.34611
2021-06-11,58242.6315
2021-06-14,58198.99361
2021-06-15,58234.81059
2021-06-16,58328.15969
2021-06-17,58393.12443
2021-06-18,58375.47243
2021-06-21,58312.64778
2021-06-22,58292.21406
2021-06-23,58354.796
2021-06-24,58448.69496
2021-06-25,58487.41976
2021-06-28,58445.88982
2021-06-29,58388.02804
2021-06-30,58395.92745
2021-07-01,58478.73555
2021-07-02,58562.2551
2021-07-05,58571.5697
2021-07-06,58514.24566
2021-07-07,58471.72549
2021-07-08,58509.10674
2021-07-09,58602.76133
2021-07-12,58666.43505
2021-07-13,58647.29608
2021-07-14,58584.47703
2021-07-15,58565.52561
2021-07-16,58629.3948
2021-07-19,58722.99486
2021-07-20,58760.14708
2021-07-21,58717.50203
2021-07-22,58660.25831
2021-07-23,58669.79496
2021-07-26,58753.436
2021-07-27,58836.09185
2021-07-28,58843.77262
2021-07-29,58785.86483
2021-07-30,58744.48537
2021-08-02,58783.42936
2021-08-03,58877.3481
2021-08-04,58939.71148
2021-08-05,58919.1081
2021-08-06,58856.32021
2021-08-09,58838.86875
2021-08-10,58904.00882
2021-08-11,58997.26802
2021-08-12,59032.84436
2021-08-13,58989.1125
2021-08-17,58932.51028
2021-08-18,58943.69307
2021-08-19,59028.13764
2021-08-20,59109.89463
2021-08-23,59115.95349
2021-08-24,59057.49198
2021-08-25,59017.27254
2021-08-26,59057.77671
