Date,Predicted
2017-09-20,43683.99
2017-09-21,43700.30
2017-09-22,43716.61
2017-09-25,43732.93
2017-09-26,43749.24
2017-09-27,43765.56
2017-09-28,43781.87
2017-09-29,43798.19
2017-10-10,43814.50
2017-10-11,43830.82
2017-10-12,43847.13
2017-10-13,43863.44
2017-10-16,43879.76
2017-10-17,43896.07
2017-10-18,43912.39
2017-10-19,43928.70
2017-10-20,43945.02
2017-10-23,43961.33
2017-10-24,43977.65
2017-10-25,43993.96
2017-10-26,44010.27
2017-10-27,44026.59
2017-10-30,44042.90
2017-10-31,44059.22
2017-11-01,44075.53
2017-11-02,44091.85
2017-11-03,44108.16
2017-11-06,44124.48
2017-11-07,44140.79
2017-11-08,44157.11
2017-11-09,44173.42
2017-11-10,44189.73
2017-11-13,44206.05
2017-11-14,44222.36
2017-11-15,44238.68
2017-11-16,44254.99
2017-11-17,44271.31
2017-11-20,44287.62
2017-11-21,44303.94
2017-11-22,44320.25
2017-11-23,44336.56
2017-11-24,44352.88
2017-11-27,44369.19
2017-11-28,44385.51
2017-11-29,44401.82
2017-11-30,44418.14
2017-12-01,44434.45
2017-12-04,44450.77
2017-12-05,44467.08
2017-12-06,44483.39
2017-12-07,44499.71
2017-12-08,44516.02
2017-12-11,44532.34
2017-12-12,44548.65
2017-12-13,44564.97
2017-12-14,44581.28
2017-12-15,44597.60
2017-12-18,44613.91
2017-12-19,44630.22
2017-12-20,44646.54
2017-12-21,44662.85
2017-12-22,44679.17
2017-12-26,44695.48
2017-12-27,44711.80
2017-12-28,44728.11
2018-01-02,44744.43
2018-01-03,44760.74
2018-01-04,44777.05
2018-01-05,44793.37
2018-01-08,44809.68
2018-01-09,44826.00
2018-01-10,44842.31
2018-01-11,44858.63
2018-01-12,44874.94
2018-01-15,44891.26
2018-01-16,44907.57
2018-01-17,44923.88
2018-01-18,44940.20
2018-01-19,44956.51
2018-01-22,44972.83
2018-01-23,44989.14
2018-01-24,45005.46
2018-01-25,45021.77
2018-01-26,45038.09
2018-01-29,45054.40
2018-01-30,45070.71
2018-01-31,45087.03
2018-02-01,45103.34
2018-02-02,45119.66
2018-02-05,45135.97
2018-02-06,45152.29
2018-02-07,45168.60
2018-02-08,45184.92
2018-02-09,45201.23
2018-02-12,45217.54
2018-02-13,45233.86
2018-02-14,45250.17
2018-02-19,45266.49
2018-02-20,45282.80
2018-02-21,45299.12
2018-02-22,45315.43
2018-02-23,45331.75
2018-02-26,45348.06
2018-02-27,45364.37
2018-02-28,45380.69
2018-03-02,45397.00
2018-03-05,45413.32
2018-03-06,45429.63
2018-03-07,45445.95
2018-03-08,45462.26
2018-03-09,45478.58
2018-03-12,45494.89
2018-03-13,45511.20
2018-03-14,45527.52
2018-03-15,45543.83
2018-03-16,45560.15
2018-03-19,45576.46
2018-03-20,45592.78
2018-03-21,45609.09
2018-03-22,45625.41
2018-03-23,45641.72
2018-03-26,45658.03
2018-03-27,45674.35
2018-03-28,45690.66
2018-03-29,45706.98
2018-03-30,45723.29
2018-04-02,45739.61
2018-04-03,45755.92
2018-04-04,45772.24
2018-04-05,45788.55
2018-04-06,45804.86
2018-04-09,45821.18
2018-04-10,45837.49
2018-04-11,45853.81
2018-04-12,45870.12
2018-04-13,45886.44
2018-04-16,45902.75
2018-04-17,45919.07
2018-04-18,45935.38
2018-04-19,45951.69
2018-04-20,45968.01
2018-04-23,45984.32
2018-04-24,46000.64
2018-04-25,46016.95
2018-04-26,46033.27
2018-04-27,46049.58
2018-04-30,46065.90
2018-05-02,46082.21
2018-05-03,46098.52
2018-05-04,46114.84
2018-05-08,46131.15
2018-05-09,46147.47
2018-05-10,46163.78
2018-05-11,46180.10
2018-05-14,46196.41
2018-05-15,46212.73
2018-05-16,46229.04
2018-05-17,46245.35
2018-05-18,46261.67
2018-05-21,46277.98
2018-05-23,46294.30
2018-05-24,46310.61
2018-05-25,46326.93
2018-05-28,46343.24
2018-05-29,46359.56
2018-05-30,46375.87
2018-05-31,46392.18
2018-06-01,46408.50
2018-06-04,46424.81
2018-06-05,46441.13
2018-06-07,46457.44
2018-06-08,46473.76
2018-06-11,46490.07
2018-06-12,46506.39
2018-06-14,46522.70
2018-06-15,46539.02
2018-06-18,46555.33
2018-06-19,46571.64
2018-06-20,46587.96
2018-06-21,46604.27
2018-06-22,46620.59
2018-06-25,46636.90
2018-06-26,46653.22
2018-06-27,46669.53
2018-06-28,46685.85
2018-06-29,46702.16
2018-07-02,46718.47
2018-07-03,46734.79
2018-07-04,46751.10
2018-07-05,46767.42
2018-07-06,46783.73
2018-07-09,46800.05
2018-07-10,46816.36
2018-07-11,46832.68
2018-07-12,46848.99
2018-07-13,46865.30
2018-07-16,46881.62
2018-07-17,46897.93
2018-07-18,46914.25
2018-07-19,46930.56
2018-07-20,46946.88
2018-07-23,46963.19
2018-07-24,46979.51
2018-07-25,46995.82
2018-07-26,47012.13
2018-07-27,47028.45
2018-07-30,47044.76
2018-07-31,47061.08
2018-08-01,47077.39
2018-08-02,47093.71
2018-08-03,47110.02
2018-08-06,47126.34
2018-08-07,47142.65
2018-08-08,47158.96
2018-08-09,47175.28
2018-08-10,47191.59
2018-08-13,47207.91
2018-08-14,47224.22
2018-08-16,47240.54
2018-08-17,47256.85
2018-08-20,47273.17
2018-08-21,47289.48
2018-08-22,47305.79
2018-08-23,47322.11
2018-08-24,47338.42
2018-08-27,47354.74
2018-08-28,47371.05
2018-08-29,47387.37
2018-08-30,47403.68
2018-08-31,47420.00
2018-09-03,47436.31
2018-09-04,47452.62
2018-09-05,47468.94
2018-09-06,47485.25
2018-09-07,47501.57
2018-09-10,47517.88
2018-09-11,47534.20
2018-09-12,47550.51
2018-09-13,47566.83
2018-09-14,47583.14
2018-09-17,47599.45
2018-09-18,47615.77
2018-09-19,47632.08
2018-09-20,47648.40
2018-09-21,47664.71
2018-09-27,47681.03
2018-09-28,47697.34
2018-10-01,47713.66
2018-10-02,47729.97
2018-10-04,47746.28
2018-10-05,47762.60
2018-10-08,47778.91
2018-10-10,47795.23
2018-10-11,47811.54
2018-10-12,47827.86
2018-10-15,47844.17
2018-10-16,47860.49
2018-10-17,47876.80
2018-10-18,47893.11
2018-10-19,47909.43
2018-10-22,47925.74
2018-10-23,47942.06
2018-10-24,47958.37
2018-10-25,47974.69
2018-10-26,47991.00
2018-10-29,48007.32
2018-10-30,48023.63
2018-10-31,48039.94
2018-11-01,48056.26
2018-11-02,48072.57
2018-11-05,48088.89
2018-11-06,48105.20
2018-11-07,48121.52
2018-11-08,48137.83
2018-11-09,48154.15
2018-11-12,48170.46
2018-11-13,48186.77
2018-11-14,48203.09
2018-11-15,48219.40
2018-11-16,48235.72
2018-11-19,48252.03
2018-11-20,48268.35
2018-11-21,48284.66
2018-11-22,48300.98
2018-11-23,48317.29
2018-11-26,48333.60
2018-11-27,48349.92
2018-11-28,48366.23
2018-11-29,48382.55
2018-11-30,48398.86
2018-12-03,48415.18
2018-12-04,48431.49
2018-12-05,48447.81
2018-12-06,48464.12
2018-12-07,48480.43
2018-12-10,48496.75
2018-12-11,48513.06
2018-12-12,48529.38
2018-12-13,48545.69
2018-12-14,48562.01
2018-12-17,48578.32
2018-12-18,48594.64
2018-12-19,48610.95
2018-12-20,48627.26
2018-12-21,48643.58
2018-12-24,48659.89
2018-12-26,48676.21
2018-12-27,48692.52
2018-12-28,48708.84
2019-01-02,48725.15
2019-01-03,48741.47
2019-01-04,48757.78
2019-01-07,48774.09
2019-01-08,48790.41
2019-01-09,48806.72
2019-01-10,48823.04
2019-01-11,48839.35
2019-01-14,48855.67
2019-01-15,48871.98
2019-01-16,48888.30
2019-01-17,48904.61
2019-01-18,48920.92
2019-01-21,48937.24
2019-01-22,48953.55
2019-01-23,48969.87
2019-01-24,48986.18
2019-01-25,49002.50
2019-01-28,49018.81
2019-01-29,49035.13
2019-01-30,49051.44
2019-01-31,49067.76
2019-02-01,49084.07
2019-02-07,49100.38
2019-02-08,49116.70
2019-02-11,49133.01
2019-02-12,49149.33
2019-02-13,49165.64
2019-02-14,49181.96
2019-02-15,49198.27
2019-02-18,49214.59
2019-02-19,49230.90
2019-02-20,49247.21
2019-02-21,49263.53
2019-02-22,49279.84
2019-02-25,49296.16
2019-02-26,49312.47
2019-02-27,49328.79
2019-02-28,49345.10
2019-03-04,49361.42
2019-03-05,49377.73
2019-03-06,49394.04
2019-03-07,49410.36
2019-03-08,49426.67
2019-03-11,49442.99
2019-03-12,49459.30
2019-03-13,49475.62
2019-03-14,49491.93
2019-03-15,49508.25
2019-03-18,49524.56
2019-03-19,49540.87
2019-03-20,49557.19
2019-03-21,49573.50
2019-03-22,49589.82
2019-03-25,49606.13
2019-03-26,49622.45
2019-03-27,49638.76
2019-03-28,49655.08
2019-03-29,49671.39
2019-04-01,49687.70
2019-04-02,49704.02
2019-04-03,49720.33
2019-04-04,49736.65
2019-04-05,49752.96
2019-04-08,49769.28
2019-04-09,49785.59
2019-04-10,49801.91
2019-04-11,49818.22
2019-04-12,49834.53
2019-04-15,49850.85
2019-04-16,49867.16
2019-04-17,49883.48
2019-04-18,49899.79
2019-04-19,49916.11
2019-04-22,49932.42
2019-04-23,49948.74
2019-04-24,49965.05
2019-04-25,49981.36
2019-04-26,49997.68
2019-04-29,50013.99
2019-04-30,50030.31
2019-05-02,50046.62
2019-05-03,50062.94
2019-05-07,50079.25
2019-05-08,50095.57
2019-05-09,50111.88
2019-05-10,50128.19
2019-05-13,50144.51
2019-05-14,50160.82
2019-05-15,50177.14
2019-05-16,50193.45
2019-05-17,50209.77
2019-05-20,50226.08
2019-05-21,50242.40
2019-05-22,50258.71
2019-05-23,50275.02
2019-05-24,50291.34
2019-05-27,50307.65
2019-05-28,50323.97
2019-05-29,50340.28
2019-05-30,50356.60
2019-05-31,50372.91
2019-06-03,50389.23
2019-06-04,50405.54
2019-06-05,50421.85
2019-06-07,50438.17
2019-06-10,50454.48
2019-06-11,50470.80
2019-06-12,50487.11
2019-06-13,50503.43
2019-06-14,50519.74
2019-06-17,50536.06
2019-06-18,50552.37
2019-06-19,50568.68
2019-06-20,50585.00
2019-06-21,50601.31
2019-06-24,50617.63
2019-06-25,50633.94
2019-06-26,50650.26
2019-06-27,50666.57
2019-06-28,50682.89
2019-07-01,50699.20
2019-07-02,50715.51
2019-07-03,50731.83
2019-07-04,50748.14
2019-07-05,50764.46
2019-07-08,50780.77
2019-07-09,50797.09
2019-07-10,50813.40
2019-07-11,50829.72
2019-07-12,50846.03
2019-07-15,50862.34
2019-07-16,50878.66
2019-07-17,50894.97
2019-07-18,50911.29
2019-07-19,50927.60
2019-07-22,50943.92
2019-07-23,50960.23
2019-07-24,50976.55
2019-07-25,50992.86
2019-07-26,51009.17
2019-07-29,51025.49
2019-07-30,51041.80
2019-07-31,51058.12
2019-08-01,51074.43
2019-08-02,51090.75
2019-08-05,51107.06
2019-08-06,51123.38
2019-08-07,51139.69
2019-08-08,51156.00
2019-08-09,51172.32
2019-08-12,51188.63
2019-08-13,51204.95
2019-08-14,51221.26
2019-08-16,51237.58
2019-08-19,51253.89
2019-08-20,51270.21
2019-08-21,51286.52
2019-08-22,51302.83
2019-08-23,51319.15
2019-08-26,51335.46
2019-08-27,51351.78
2019-08-28,51368.09
2019-08-29,51384.41
2019-08-30,51400.72
2019-09-02,51417.04
2019-09-03,51433.35
2019-09-04,51449.67
2019-09-05,51465.98
2019-09-06,51482.29
2019-09-09,51498.61
2019-09-10,51514.92
2019-09-11,51531.24
2019-09-16,51547.55
2019-09-17,51563.87
2019-09-18,51580.18
2019-09-19,51596.50
2019-09-20,51612.81
2019-09-23,51629.12
2019-09-24,51645.44
2019-09-25,51661.75
2019-09-26,51678.07
2019-09-27,51694.38
2019-09-30,51710.70
2019-10-01,51727.01
2019-10-02,51743.33
2019-10-04,51759.64
2019-10-07,51775.95
2019-10-08,51792.27
2019-10-10,51808.58
2019-10-11,51824.90
2019-10-14,51841.21
2019-10-15,51857.53
2019-10-16,51873.84
2019-10-17,51890.16
2019-10-18,51906.47
2019-10-21,51922.78
2019-10-22,51939.10
2019-10-23,51955.41
2019-10-24,51971.73
2019-10-25,51988.04
2019-10-28,52004.36
2019-10-29,52020.67
2019-10-30,52036.99
2019-10-31,52053.30
2019-11-01,52069.61
2019-11-04,52085.93
2019-11-05,52102.24
2019-11-06,52118.56
2019-11-07,52134.87
2019-11-08,52151.19
2019-11-11,52167.50
2019-11-12,52183.82
2019-11-13,52200.13
2019-11-14,52216.44
2019-11-15,52232.76
2019-11-18,52249.07
2019-11-19,52265.39
2019-11-20,52281.70
2019-11-21,52298.02
2019-11-22,52314.33
2019-11-25,52330.65
2019-11-26,52346.96
2019-11-27,52363.27
2019-11-28,52379.59
2019-11-29,52395.90
2019-12-02,52412.22
2019-12-03,52428.53
2019-12-04,52444.85
2019-12-05,52461.16
2019-12-06,52477.48
2019-12-09,52493.79
2019-12-10,52510.10
2019-12-11,52526.42
2019-12-12,52542.73
2019-12-13,52559.05
2019-12-16,52575.36
2019-12-17,52591.68
2019-12-18,52607.99
2019-12-19,52624.31
2019-12-20,52640.62
2019-12-23,52656.93
2019-12-24,52673.25
2019-12-26,52689.56
2019-12-27,52705.88
2019-12-30,52722.19
2020-01-02,52738.51
2020-01-03,52754.82
2020-01-06,52771.14
2020-01-07,52787.45
2020-01-08,52803.76
2020-01-09,52820.08
2020-01-10,52836.39
2020-01-13,52852.71
2020-01-14,52869.02
2020-01-15,52885.34
2020-01-16,52901.65
2020-01-17,52917.97
2020-01-20,52934.28
2020-01-21,52950.59
2020-01-22,52966.91
2020-01-23,52983.22
2020-01-28,52999.54
2020-01-29,53015.85
2020-01-30,53032.17
2020-01-31,53048.48
2020-02-03,53064.80
2020-02-04,53081.11
2020-02-05,53097.42
2020-02-06,53113.74
2020-02-07,53130.05
2020-02-10,53146.37
2020-02-11,53162.68
2020-02-12,53179.00
2020-02-13,53195.31
2020-02-14,53211.63
2020-02-17,53227.94
2020-02-18,53244.25
2020-02-19,53260.57
2020-02-20,53276.88
2020-02-21,53293.20
2020-02-24,53309.51
2020-02-25,53325.83
2020-02-26,53342.14
2020-02-27,53358.46
2020-02-28,53374.77
2020-03-02,53391.08
2020-03-03,53407.40
2020-03-04,53423.71
2020-03-05,53440.03
2020-03-06,53456.34
2020-03-09,53472.66
2020-03-10,53488.97
2020-03-11,53505.29
2020-03-12,53521.60
2020-03-13,53537.91
2020-03-16,53554.23
2020-03-17,53570.54
2020-03-18,53586.86
2020-03-19,53603.17
2020-03-20,53619.49
2020-03-23,53635.80
2020-03-24,53652.12
2020-03-25,53668.43
2020-03-26,53684.74
2020-03-27,53701.06
2020-03-30,53717.37
2020-03-31,53733.69
2020-04-01,53750.00
2020-04-02,53766.32
2020-04-03,53782.63
2020-04-06,53798.95
2020-04-07,53815.26
2020-04-08,53831.58
2020-04-09,53847.89
2020-04-10,53864.20
2020-04-13,53880.52
2020-04-14,53896.83
2020-04-16,53913.15
2020-04-17,53929.46
2020-04-20,53945.78
2020-04-21,53962.09
2020-04-22,53978.41
2020-04-23,53994.72
2020-04-24,54011.03
2020-04-27,54027.35
2020-04-28,54043.66
2020-04-29,54059.98
2020-05-04,54076.29
2020-05-06,54092.61
2020-05-07,54108.92
2020-05-08,54125.24
2020-05-11,54141.55
2020-05-12,54157.86
2020-05-13,54174.18
2020-05-14,54190.49
2020-05-15,54206.81
2020-05-18,54223.12
2020-05-19,54239.44
2020-05-20,54255.75
2020-05-21,54272.07
2020-05-22,54288.38
2020-05-25,54304.69
2020-05-26,54321.01
2020-05-27,54337.32
2020-05-28,54353.64
2020-05-29,54369.95
2020-06-01,54386.27
2020-06-02,54402.58
2020-06-03,54418.90
2020-06-04,54435.21
2020-06-05,54451.52
2020-06-08,54467.84
2020-06-09,54484.15
2020-06-10,54500.47
2020-06-11,54516.78
2020-06-12,54533.10
2020-06-15,54549.41
2020-06-16,54565.73
2020-06-17,54582.04
2020-06-18,54598.35
2020-06-19,54614.67
2020-06-22,54630.98
2020-06-23,54647.30
2020-06-24,54663.61
2020-06-25,54679.93
2020-06-26,54696.24
2020-06-29,54712.56
2020-06-30,54728.87
2020-07-01,54745.18
2020-07-02,54761.50
2020-07-03,54777.81
2020-07-06,54794.13
2020-07-07,54810.44
2020-07-08,54826.76
2020-07-09,54843.07
2020-07-10,54859.39
2020-07-13,54875.70
2020-07-14,54892.01
2020-07-15,54908.33
2020-07-16,54924.64
2020-07-17,54940.96
2020-07-20,54957.27
2020-07-21,54973.59
2020-07-22,54989.90
2020-07-23,55006.22
2020-07-24,55022.53
2020-07-27,55038.84
2020-07-28,55055.16
2020-07-29,55071.47
2020-07-30,55087.79
2020-07-31,55104.10
2020-08-03,55120.42
2020-08-04,55136.73
2020-08-05,55153.05
2020-08-06,55169.36
2020-08-07,55185.67
2020-08-10,55201.99
2020-08-11,55218.30
2020-08-12,55234.62
2020-08-13,55250.93
2020-08-14,55267.25
2020-08-18,55283.56
2020-08-19,55299.88
2020-08-20,55316.19
2020-08-21,55332.50
2020-08-24,55348.82
2020-08-25,55365.13
2020-08-26,55381.45
2020-08-27,55397.76
2020-08-28,55414.08
2020-08-31,55430.39
2020-09-01,55446.71
2020-09-02,55463.02
2020-09-03,55479.33
2020-09-04,55495.65
2020-09-07,55511.96
2020-09-08,55528.28
2020-09-09,55544.59
2020-09-10,55560.91
2020-09-11,55577.22
2020-09-14,55593.54
2020-09-15,55609.85
2020-09-16,55626.16
2020-09-17,55642.48
2020-09-18,55658.79
2020-09-21,55675.11
2020-09-22,55691.42
2020-09-23,55707.74
2020-09-24,55724.05
2020-09-25,55740.37
2020-09-28,55756.68
2020-09-29,55772.99
2020-10-05,55789.31
2020-10-06,55805.62
2020-10-07,55821.94
2020-10-08,55838.25
2020-10-12,55854.57
2020-10-13,55870.88
2020-10-14,55887.20
2020-10-15,55903.51
2020-10-16,55919.82
2020-10-19,55936.14
2020-10-20,55952.45
2020-10-21,55968.77
2020-10-22,55985.08
2020-10-23,56001.40
2020-10-26,56017.71
2020-10-27,56034.03
2020-10-28,56050.34
2020-10-29,56066.65
2020-10-30,56082.97
2020-11-02,56099.28
2020-11-03,56115.60
2020-11-04,56131.91
2020-11-05,56148.23
2020-11-06,56164.54
2020-11-09,56180.86
2020-11-10,56197.17
2020-11-11,56213.49
2020-11-12,56229.80
2020-11-13,56246.11
2020-11-16,56262.43
2020-11-17,56278.74
2020-11-18,56295.06
2020-11-19,56311.37
2020-11-20,56327.69
2020-11-23,56344.00
2020-11-24,56360.32
2020-11-25,56376.63
2020-11-26,56392.94
2020-11-27,56409.26
2020-11-30,56425.57
2020-12-01,56441.89
2020-12-02,56458.20
2020-12-03,56474.52
2020-12-04,56490.83
2020-12-07,56507.15
2020-12-08,56523.46
2020-12-09,56539.77
2020-12-10,56556.09
2020-12-11,56572.40
2020-12-14,56588.72
2020-12-15,56605.03
2020-12-16,56621.35
2020-12-17,56637.66
2020-12-18,56653.98
2020-12-21,56670.29
2020-12-22,56686.60
2020-12-23,56702.92
2020-12-24,56719.23
2020-12-28,56735.55
2020-12-29,56751.86
2020-12-30,56768.18
2021-01-04,56784.49
2021-01-05,56800.81
2021-01-06,56817.12
2021-01-07,56833.43
2021-01-08,56849.75
2021-01-11,56866.06
2021-01-12,56882.38
2021-01-13,56898.69
2021-01-14,56915.01
2021-01-15,56931.32
2021-01-18,56947.64
2021-01-19,56963.95
2021-01-20,56980.26
2021-01-21,56996.58
2021-01-22,57012.89
2021-01-25,57029.21
2021-01-26,57045.52
2021-01-27,57061.84
2021-01-28,57078.15
2021-01-29,57094.47
2021-02-01,57110.78
2021-02-02,57127.09
2021-02-03,57143.41
2021-02-04,57159.72
2021-02-05,57176.04
2021-02-08,57192.35
2021-02-09,57208.67
2021-02-10,57224.98
2021-02-15,57241.30
2021-02-16,57257.61
2021-02-17,57273.92
2021-02-18,57290.24
2021-02-19,57306.55
2021-02-22,57322.87
2021-02-23,57339.18
2021-02-24,57355.50
2021-02-25,57371.81
2021-02-26,57388.13
2021-03-02,57404.44
2021-03-03,57420.75
2021-03-04,57437.07
2021-03-05,57453.38
2021-03-08,57469.70
2021-03-09,57486.01
2021-03-10,57502.33
2021-03-11,57518.64
2021-03-12,57534.96
2021-03-15,57551.27
2021-03-16,57567.58
2021-03-17,57583.90
2021-03-18,57600.21
2021-03-19,57616.53
2021-03-22,57632.84
2021-03-23,57649.16
2021-03-24,57665.47
2021-03-25,57681.79
2021-03-26,57698.10
2021-03-29,57714.41
2021-03-30,57730.73
2021-03-31,57747.04
2021-04-01,57763.36
2021-04-02,57779.67
2021-04-05,57795.99
2021-04-06,57812.30
2021-04-07,57828.62
2021-04-08,57844.93
2021-04-09,57861.24
2021-04-12,57877.56
2021-04-13,57893.87
2021-04-14,57910.19
2021-04-15,57926.50
2021-04-16,57942.82
2021-04-19,57959.13
2021-04-20,57975.45
2021-04-21,57991.76
2021-04-22,58008.07
2021-04-23,58024.39
2021-04-26,58040.70
2021-04-27,58057.02
2021-04-28,58073.33
2021-04-29,58089.65
2021-04-30,58105.96
2021-05-03,58122.28
2021-05-04,58138.59
2021-05-06,58154.90
2021-05-07,58171.22
2021-05-10,58187.53
2021-05-11,58203.85
2021-05-12,58220.16
2021-05-13,58236.48
2021-05-14,58252.79
2021-05-17,58269.11
2021-05-18,58285.42
2021-05-20,58301.73
2021-05-21,58318.05
2021-05-24,58334.36
2021-05-25,58350.68
2021-05-26,58366.99
2021-05-27,58383.31
2021-05-28,58399.62
2021-05-31,58415.94
2021-06-01,58432.25
2021-06-02,58448.56
2021-06-03,58464.88
2021-06-04,58481.19
2021-06-07,58497.51
2021-06-08,58513.82
2021-06-09,58530.14
2021-06-10,58546.45
2021-06-11,58562.77
2021-06-14,58579.08
2021-06-15,58595.40
2021-06-16,58611.71
2021-06-17,58628.02
2021-06-18,58644.34
2021-06-21,58660.65
2021-06-22,58676.97
2021-06-23,58693.28
2021-06-24,58709.60
2021-06-25,58725.91
2021-06-28,58742.23
2021-06-29,58758.54
2021-06-30,58774.85
2021-07-01,58791.17
2021-07-02,58807.48
2021-07-05,58823.80
2021-07-06,58840.11
2021-07-07,58856.43
2021-07-08,58872.74
2021-07-09,58889.06
2021-07-12,58905.37
2021-07-13,58921.68
2021-07-14,58938.00
2021-07-15,58954.31
2021-07-16,58970.63
2021-07-19,58986.94
2021-07-20,59003.26
2021-07-21,59019.57
2021-07-22,59035.89
2021-07-23,59052.20
2021-07-26,59068.51
2021-07-27,59084.83
2021-07-28,59101.14
2021-07-29,59117.46
2021-07-30,59133.77
2021-08-02,59150.09
2021-08-03,59166.40
2021-08-04,59182.72
2021-08-05,59199.03
2021-08-06,59215.34
2021-08-09,59231.66
2021-08-10,59247.97
2021-08-11,59264.29
2021-08-12,59280.60
2021-08-13,59296.92
2021-08-17,59313.23
2021-08-18,59329.55
2021-08-19,59345.86
2021-08-20,59362.17
2021-08-23,59378.49
2021-08-24,59394.80
2021-08-25,59411.12
2021-08-26,59427.43
2021-08-27,59443.75
2021-08-30,59460.06
2021-08-31,59476.38
2021-09-01,59492.69
2021-09-02,59509.00
2021-09-03,59525.32
2021-09-06,59541.63
2021-09-07,59557.95
2021-09-08,59574.26
2021-09-09,59590.58
2021-09-10,59606.89
2021-09-13,59623.21
